Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA20,EMA50,SMA200,RSI,BB_middle,BB_std,BB_upper,BB_lower,TR,ATR
2024-01-02 00:00:00-05:00,5.860000133514404,5.86299991607666,4.599999904632568,4.849999904632568,4.849999904632568,6285200,0.0,0.0,4.849999904632568,4.849999904632568,,,,,,,,
2024-01-03 00:00:00-05:00,5.03000020980835,5.130000114440918,4.860000133514404,4.929999828338623,4.929999828338623,2925300,0.0,0.0,4.857618944985526,4.85313715654261,,,,,,,0.2800002098083496,
2024-01-04 00:00:00-05:00,4.929999828338623,5.039000034332275,4.820000171661377,4.820000171661377,4.820000171661377,1897600,0.0,0.0,4.85403620466894,4.851837666939425,,,,,,,0.21899986267089844,
2024-01-05 00:00:00-05:00,4.809999942779541,5.110000133514404,4.71999979019165,5.010000228881836,5.010000228881836,1501600,0.0,0.0,4.868889921260645,4.858040120348932,,,,,,,0.3900003433227539,
2024-01-08 00:00:00-05:00,5.019999980926514,5.019999980926514,4.78000020980835,4.940000057220459,4.940000057220459,1494200,0.0,0.0,4.87566231516158,4.861254235520365,,,,,,,0.23999977111816406,
2024-01-09 00:00:00-05:00,4.909999847412109,5.019999980926514,4.809000015258789,4.889999866485596,4.889999866485596,1024800,0.0,0.0,4.877027796240058,4.86238151516606,,,,,,,0.2109999656677246,
2024-01-10 00:00:00-05:00,4.900000095367432,5.010000228881836,4.804999828338623,4.949999809265137,4.949999809265137,1738100,0.0,0.0,4.883977511766256,4.865817526699357,,,,,,,0.2050004005432129,
2024-01-11 00:00:00-05:00,4.880000114440918,4.880000114440918,4.199999809265137,4.269999980926514,4.269999980926514,4229700,0.0,0.0,4.82550346121009,4.842452132747481,,,,,,,0.75,
2024-01-12 00:00:00-05:00,4.340000152587891,4.519999980926514,4.130000114440918,4.164999961853027,4.164999961853027,2337700,0.0,0.0,4.7625983660332265,4.815885380947699,,,,,,,0.3899998664855957,
2024-01-16 00:00:00-05:00,4.170000076293945,4.195000171661377,4.019999980926514,4.130000114440918,4.130000114440918,1607800,0.0,0.0,4.702350913500625,4.788987919516061,,,,,,,0.17500019073486328,
2024-01-17 00:00:00-05:00,4.059999942779541,4.409999847412109,4.019999980926514,4.28000020980835,4.28000020980835,2673400,0.0,0.0,4.662127036958505,4.769027617174583,,,,,,,0.3899998664855957,
2024-01-18 00:00:00-05:00,4.349999904632568,4.460000038146973,3.940000057220459,4.159999847412109,4.159999847412109,10205200,0.0,0.0,4.614305399858848,4.745144175223113,,,,,,,0.5199999809265137,
2024-01-19 00:00:00-05:00,3.369999885559082,3.4700000286102295,3.049999952316284,3.0899999141693115,3.0899999141693115,44477300,0.0,0.0,4.469133448840797,4.680236557142572,,,,,,,1.1099998950958252,
2024-01-22 00:00:00-05:00,3.2799999713897705,3.3499999046325684,3.059999942779541,3.0999999046325684,3.0999999046325684,10325800,0.0,0.0,4.3387397779638235,4.618266492338258,,17.948718172648242,,,,,0.28999996185302734,
2024-01-23 00:00:00-05:00,3.130000114440918,3.2100000381469727,2.9700000286102295,3.119999885559082,3.119999885559082,13234800,0.0,0.0,4.222669312020515,4.559510939131233,,18.54545419866389,,,,,0.24000000953674316,0.3864285945892334
2024-01-24 00:00:00-05:00,3.2100000381469727,3.2709999084472656,3.049999952316284,3.0799999237060547,3.0799999237060547,5925600,0.0,0.0,4.113843655990566,4.501490899310638,,15.867160911600024,,,,,0.22099995613098145,0.3822142907551357
2024-01-25 00:00:00-05:00,3.0799999237060547,3.0999999046325684,2.934999942779541,2.950000047683716,2.950000047683716,4302000,0.0,0.0,4.003001407580389,4.440648120815465,,15.750916710616906,,,,,0.16499996185302734,0.3783571549824306
2024-01-26 00:00:00-05:00,2.990000009536743,3.0399999618530273,2.7699999809265137,2.7899999618530273,2.7899999618530273,6339000,0.0,0.0,3.8874774603682596,4.375916820463996,,8.888888300201103,,,,,0.26999998092651367,0.3697857005255563
2024-01-29 00:00:00-05:00,2.8499999046325684,3.0799999237060547,2.759999990463257,3.069999933242798,3.069999933242798,5425800,0.0,0.0,3.809622457784882,4.324704393514146,,17.869414625054034,,,,,0.31999993324279785,0.375499997820173
2024-01-30 00:00:00-05:00,3.0899999141693115,3.1700000762939453,2.9000000953674316,2.9200000762939453,2.9200000762939453,3772600,0.0,0.0,3.724896516690507,4.26961794970159,,17.275748297762505,3.975749981403351,0.8560670226678874,5.687884026739126,2.263615936067576,0.26999998092651367,0.37971428462437223
2024-01-31 00:00:00-05:00,2.950000047683716,3.0799999237060547,2.865000009536743,2.869999885559082,2.869999885559082,3446200,0.0,0.0,3.6434777899160853,4.214730966794041,,15.333334604899093,3.8767499804496763,0.8640941268509111,5.604938234151499,2.148561726747854,0.21499991416931152,0.380428535597665
2024-02-01 00:00:00-05:00,2.940000057220459,2.950000047683716,2.7799999713897705,2.9000000953674316,2.9000000953674316,3137800,0.0,0.0,3.572670390435261,4.163172893404762,,20.851070996374418,3.775249993801117,0.8530186241948886,5.481287242190894,2.06921274541134,0.1700000762939453,0.3389999696186611
2024-02-02 00:00:00-05:00,2.890000104904175,2.890000104904175,2.7850000858306885,2.8399999141693115,2.8399999141693115,2575600,0.0,0.0,3.5028922498385042,4.1112837569641565,,21.258140234154922,3.6762499809265137,0.8401862079817498,5.356622396890013,1.995877564963014,0.11500000953674316,0.319357122693743
2024-02-05 00:00:00-05:00,2.9000000953674316,2.9000000953674316,2.7200000286102295,2.7699999809265137,2.7699999809265137,2450800,0.0,0.0,3.4330929861326007,4.058684393197974,,20.940175903957694,3.5642499685287476,0.8014415860320377,5.167133140592823,1.9613667964646722,0.18000006675720215,0.31971425669533865
2024-02-06 00:00:00-05:00,2.7799999713897705,2.9159998893737793,2.740000009536743,2.880000114440918,2.880000114440918,1865200,0.0,0.0,3.3804174745429165,4.01246148030554,,19.565224151753583,3.4612499713897704,0.745766764325599,4.952783500040969,1.9697164427385725,0.17599987983703613,0.30442854336329866
2024-02-07 00:00:00-05:00,2.859999895095825,2.859999895095825,2.5899999141693115,2.6050000190734863,2.6050000190734863,4429300,0.0,0.0,3.306568193069637,3.957266913198401,,18.32994756345964,3.346999979019165,0.6881695695123113,4.723339118043787,1.9706608399945424,0.29000020027160645,0.2879999876022339
2024-02-08 00:00:00-05:00,2.8299999237060547,3.180000066757202,2.7699999809265137,3.180000066757202,3.180000066757202,8298600,0.0,0.0,3.2945140858017865,3.9267858603967856,,52.29592165664863,3.2584999918937685,0.5758108850799899,4.410121762053748,2.1068782217337887,0.5750000476837158,0.24978571278708323
2024-02-09 00:00:00-05:00,3.25,3.4600000381469727,3.180000066757202,3.430000066757202,3.430000066757202,5507000,0.0,0.0,3.307417512559445,3.9073040645677826,,57.50000189651097,3.216499996185303,0.5266880324617482,4.2698760611088,2.1631239312618065,0.2799999713897705,0.24907142775399344
2024-02-12 00:00:00-05:00,3.569999933242798,3.700000047683716,3.4600000381469727,3.5199999809265137,3.5199999809265137,5042100,0.0,0.0,3.327663461927737,3.8921156691308703,,58.810573011106314,3.184249997138977,0.4835321898785733,4.151314376896123,2.2171856173818303,0.26999998092651367,0.25121428285326275
2024-02-13 00:00:00-05:00,3.359999895095825,3.4200000762939453,3.1600000858306885,3.1700000762939453,3.1700000762939453,3088000,0.0,0.0,3.3126479013911854,3.863797410588246,,51.7441887328572,3.1362499952316285,0.42931671332920057,3.9948834218900298,2.2776165685732273,0.3599998950958252,0.2611428499221802
2024-02-14 00:00:00-05:00,3.2699999809265137,3.359999895095825,3.1600000858306885,3.319999933242798,3.319999933242798,2132600,0.0,0.0,3.3133480949008627,3.842472019319797,,57.11538137063519,3.088249981403351,0.3388419462597237,3.765933873922798,2.4105660888839036,0.19999980926513672,0.26364283902304514
2024-02-15 00:00:00-05:00,3.3499999046325684,3.490000009536743,3.2699999809265137,3.4100000858306885,3.4100000858306885,2860300,0.0,0.0,3.322553046417989,3.8255123356535576,,62.25296470623491,3.05074999332428,0.2415099211917734,3.533769835707827,2.567730150940733,0.2200000286102295,0.26007141385759625
2024-02-16 00:00:00-05:00,3.5,3.5199999809265137,3.4010000228881836,3.430000066757202,3.430000066757202,2999700,0.0,0.0,3.3327860959741047,3.810002050598799,,57.929516760297574,3.0677500009536742,0.2559526945778541,3.5796553901093824,2.555844611797966,0.11899995803833008,0.24571427277156285
2024-02-20 00:00:00-05:00,3.450000047683716,3.509999990463257,3.2899999618530273,3.319999933242798,3.319999933242798,3121000,0.0,0.0,3.3315683661901705,3.7907862812907203,,58.968603704724146,3.0787500023841856,0.26206606507306957,3.6028821325303246,2.5546178722380466,0.2200000286102295,0.242142847606114
2024-02-21 00:00:00-05:00,3.299999952316284,3.299999952316284,3.119999885559082,3.1600000858306885,3.1600000858306885,2739300,0.0,0.0,3.315228529965458,3.766049567743268,,56.19658444045971,3.080750012397766,0.2625496293126308,3.6058492710230277,2.5556507537725044,0.20000004768371582,0.24107142857142858
2024-02-22 00:00:00-05:00,3.25,3.2699999809265137,3.065000057220459,3.0899999141693115,3.0899999141693115,3233500,0.0,0.0,3.2937781856039203,3.739537816622721,,53.99159224017763,3.081250011920929,0.26255764752978,3.606365306980489,2.556134716861369,0.2049999237060547,0.24357141767229354
2024-02-23 00:00:00-05:00,3.119999885559082,3.130000114440918,2.940000057220459,2.950000047683716,2.950000047683716,3847600,0.0,0.0,3.261037410563901,3.7085755511741323,,52.23577503676104,3.081250011920929,0.26255764752978,3.606365306980489,2.556134716861369,0.19000005722045898,0.2489285639354161
2024-02-26 00:00:00-05:00,3.009999990463257,3.2200000286102295,2.934999942779541,3.200000047683716,3.200000047683716,2563600,0.0,0.0,3.255224328384836,3.688631413782351,,58.14394033466923,3.1017500162124634,0.25450300619268046,3.6107560285978244,2.5927440038271024,0.2850000858306885,0.25642856529780794
2024-02-27 00:00:00-05:00,3.240000009536743,3.4000000953674316,3.240000009536743,3.380000114440918,3.380000114440918,2854500,0.0,0.0,3.267107736580653,3.6765282255728833,,59.22509212106667,3.1172500252723694,0.26180284535058046,3.6408557159735304,2.5936443345712084,0.20000004768371582,0.25814286300114225
2024-02-28 00:00:00-05:00,3.299999952316284,3.309999942779541,3.1500000953674316,3.190000057220459,3.190000057220459,2917500,0.0,0.0,3.2597641480701585,3.6574486895590628,,61.14285786946614,3.130750024318695,0.25803038296528075,3.6468107902492566,2.6146892583881334,0.23000001907348633,0.2538571357727051
2024-02-29 00:00:00-05:00,3.240000009536743,3.2980000972747803,3.1700000762939453,3.1700000762939453,3.1700000762939453,1887000,0.0,0.0,3.2512151888533762,3.638333057666313,,49.7584543288465,3.145750033855438,0.250689976089763,3.647129986034964,2.644370081675912,0.12800002098083496,0.22192856243678502
2024-03-01 00:00:00-05:00,3.200000047683716,3.325000047683716,3.109999895095825,3.2100000381469727,3.2100000381469727,2058000,0.0,0.0,3.247289936405147,3.621535684351829,,44.086020402735144,3.1612500309944154,0.24419511727135756,3.6496402655371307,2.6728597964517,0.21500015258789062,0.21728571823665074
2024-03-04 00:00:00-05:00,3.25,3.25,3.0899999141693115,3.119999885559082,3.119999885559082,2413800,0.0,0.0,3.2351670744198078,3.601867613810937,,39.247310036165274,3.175250029563904,0.23255715635014482,3.6403643422641934,2.7101357168636144,0.16000008583068848,0.20942858287266322
2024-03-05 00:00:00-05:00,3.119999885559082,3.119999885559082,3.0,3.009999990463257,3.009999990463257,2401900,0.0,0.0,3.21372259023347,3.5786571187776945,,45.06172612388964,3.187250030040741,0.21615951245817033,3.619569054957082,2.7549310051244005,0.11999988555908203,0.19228572504861013
2024-03-06 00:00:00-05:00,3.1500000953674316,3.190000057220459,3.065000057220459,3.0999999046325684,3.0999999046325684,2521300,0.0,0.0,3.2028918582714794,3.5598862476347484,,42.94871785074846,3.1982500195503234,0.20501140405511575,3.6082728276605547,2.788227211440092,0.18000006675720215,0.1908571720123291
2024-03-07 00:00:00-05:00,3.0999999046325684,3.180000066757202,2.930000066757202,2.950000047683716,2.950000047683716,3219100,0.0,0.0,3.1788069239297876,3.5359691417543155,,35.802466955476945,3.215500020980835,0.16259330512198047,3.540686631224796,2.8903134107368738,0.25,0.19300002711159842
2024-03-08 00:00:00-05:00,3.049999952316284,3.190000057220459,3.0,3.009999990463257,3.009999990463257,3611000,0.0,0.0,3.162730073123451,3.515342900527215,,37.34939412950209,3.2070000171661377,0.16886931867963337,3.5447386545254043,2.869261379806871,0.24000000953674316,0.20164288793291366
2024-03-11 00:00:00-04:00,3.0199999809265137,3.115000009536743,3.015000104904175,3.049999952316284,3.049999952316284,2926800,0.0,0.0,3.1519938711418165,3.4970941574601198,,41.50943283057493,3.1880000114440916,0.1637585004513842,3.51551701234686,2.8604830105413233,0.10500001907348633,0.193428601537432
2024-03-12 00:00:00-04:00,3.049999952316284,3.0899999141693115,2.9200000762939453,2.9800000190734863,2.9800000190734863,3374700,0.0,0.0,3.135613504278166,3.476815955954762,,43.99999682108511,3.1610000133514404,0.15008420480050783,3.461168422952456,2.860831603750425,0.1699998378753662,0.19128572940826416
2024-03-13 00:00:00-04:00,3.009999990463257,3.390000104904175,2.9549999237060547,3.0999999046325684,3.0999999046325684,5922400,0.0,0.0,3.1322217328833473,3.462038855902911,,50.32258044668582,3.1575000047683717,0.15067831070311224,3.458856626174596,2.8561433833621472,0.4350001811981201,0.20771431922912598
2024-03-14 00:00:00-04:00,3.1500000953674316,3.1600000858306885,3.0,3.0399999618530273,3.0399999618530273,3451900,0.0,0.0,3.1234387070709357,3.4454883110382095,,53.06122250380132,3.143500006198883,0.14776495331625228,3.439029912831388,2.8479700995663784,0.16000008583068848,0.20557146412985666
2024-03-15 00:00:00-04:00,3.0299999713897705,3.2200000286102295,3.0,3.140000104904175,3.140000104904175,10445400,0.0,0.0,3.1250159830550537,3.4335083813858946,,47.72727436927434,3.1300000071525576,0.13381057005743704,3.3976211472674316,2.8623788670376835,0.2200000286102295,0.20092860289982387
2024-03-18 00:00:00-04:00,3.2100000381469727,3.2100000381469727,2.9600000381469727,2.9700000286102295,2.9700000286102295,4602300,0.0,0.0,3.110252558822213,3.4153315832378297,,34.35113823057338,3.107000005245209,0.11814800266454922,3.3432960105743073,2.8707039999161106,0.25,0.20450002806527273
2024-03-19 00:00:00-04:00,2.9800000190734863,2.9800000190734863,2.8299999237060547,2.859999895095825,2.859999895095825,3011900,0.0,0.0,3.086418971800652,3.3935538699773593,,36.58535687100176,3.0840000033378603,0.11926973928450761,3.3225394819068756,2.845460524768845,0.15000009536743164,0.19878574780055455
